Name,Latitude,Longitude,Address,City,Region,Cuisine,Price,Rating,Reviews
Threefold Cafe,25.751441,-80.257731,141 Giralda Ave,"Coral Gables, FL 33134",Coral Gables,Australian Breakfast/Cafe,$$,4.7/5 Google,327
Seasons 52 (Coral Gables),25.762836,-80.311844,N/A,"Coral Gables, FL",Coral Gables,American,$$$,4.7/5 Google,711
John Martin's Irish Pub & Restaurant,25.749844,-80.259789,253 Miracle Mile,"Coral Gables, FL 33134",Coral Gables,Irish,$$$,4.3/5 Google,347
El Carajo,25.746707,-80.221543,2465 SW 17th Ave,"Miami, FL 33145",Little Havana,Spanish/Wine Bar,$$,4.2/5 Google,448
Palma,25.776419,-80.207984,240 NW 8th Ave,"Miami, FL 33128",Downtown Miami,American,$$$$,4.7/5 Google,105
Sanguich Little Havana,25.765594,-80.228654,2057 SW 8th St,"Miami, FL 33135",Little Havana,Cuban Sandwiches,$$,9.0/10 Infatuation,N/A
Cafe La Trova,25.766105,-80.210452,971 SW 8th St,"Miami, FL 33130",Downtown Miami,Cuban,$$$,4.5/5 Google,897
El Rey De Las Fritas,25.765657,-80.22511,1821 SW 8th St,"Miami, FL 33135",Little Havana,Cuban (Fritas),$$,4.6/5 Google,455
Lung Yai Thai Tapas,25.76581,-80.223285,1731 SW 8th St,"Miami, FL 33135",Little Havana,Thai,$$,3.6/5 Google,552
Bite Sandwich,25.772149,-80.221171,1576 SW 1st St,"Miami, FL 33135",Little Havana,Sandwiches,$$,8.0/10 Infatuation,N/A
Paseo Catracho,25.765864,-80.208016,824 SW 8th St,"Miami, FL 33130",Downtown Miami,Honduran,$$,4.5/5 Google,534
Mofongo,25.765463,-80.221903,1672 SW 8th St,"Miami, FL 33135",Little Havana,Puerto Rican,$$,4.5/5 Google,730
La Carreta (Little Havana),25.764445,-80.253852,3632 SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,7.7/10 Infatuation,N/A
Shawarma Al Basha,25.76598,-80.20167,440 SW 8th St,"Miami, FL 33130",Downtown Miami,Middle Eastern,$$,7.7/10 Infatuation,N/A
Fritanga Cana Brava,25.779714,-80.234653,2361 NW 7th St,"Miami, FL 33125",Allapattah,Nicaraguan,$$,8.5/10 Infatuation,N/A
Casa Juancho,25.764961,-80.235795,2436 SW 8th St,"Miami, FL 33135",Little Havana,Spanish,$$$$,4.3/5 Google,578
El Rincon Asturiano,25.77093,-80.222516,225 SW 17th Ave,"Miami, FL 33135",Little Havana,Spanish,$$$,4.6/5 Google,276
La Camaronera Fish Market,25.772549,-80.227571,1952 W Flagler St,"Miami, FL 33135",Little Havana,Cuban Seafood,$$,4.1/5 Google,365
Mi Rinconcito Mexicano,25.76568,-80.227896,1961 SW 8th St,"Miami, FL 33135",Little Havana,Mexican,$$,4.5/5 Google,475
Tin Tin,25.765385,-80.237584,2555 SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,4.7/5 Google,404
Rakachaka Grill Y Mas,25.772285,-80.216043,1280 SW 1st St,"Miami, FL 33135",Little Havana,Nicaraguan,$$,8.1/10 Infatuation,N/A
Ahi Sushi Bar,25.765844,-80.22005,1527 SW 8th St,"Miami, FL 33135",Little Havana,Sushi,$$,7.8/10 Infatuation,N/A
El Atlacatl,25.765094,-80.246817,3199 SW 8th St,"Miami, FL 33135",Little Havana,Salvadoran,$$,4.8/5 Google,638
Cardon y el Tirano,25.7651,-80.251468,3411 SW 8th St,"Miami, FL 33135",Little Havana,Asian-Venezuelan Fusion,$$$,N/A,N/A
LeKoke Wine & Bites,25.765951,-80.215053,1225 SW 8th St,"Miami, FL 33130",Downtown Miami,Spanish Tapas,$$$,N/A,N/A
Miami Smokers,25.77572,-80.239447,306 NW 27th Ave,"Miami, FL 33125",Allapattah,BBQ/Smokehouse,$$,N/A,N/A
Taqueria Viva Mexico,25.768523,-80.214767,502 SW 12th Ave,"Miami, FL 33130",Downtown Miami,Mexican,$$,4.5/5 Google,205
Versailles Restaurant,25.765025,-80.252821,3555 SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,4.5/5 Google (4.2/5 Tripadvisor),"26,000+ Google reviews"
Ball & Chain,25.76587,-80.2198,1513 SW 8th St,"Miami, FL 33135",Little Havana,Cuban/Live Music,$$$,4.4/5 Google,945
El Exquisito,25.765601,-80.219958,1510 SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,N/A,N/A
Islas Canarias,25.775218,-80.23881,285 NW 27th Ave,"Miami, FL 33125",Allapattah,Cuban/Canarian,$$,N/A,N/A
El Palacio de los Jugos,25.75811,-80.238305,1545 SW 27th Ave,"Miami, FL 33145",Little Havana,Cuban,$,4.1/5 Google,497
El Cristo Restaurant,25.765871,-80.220378,1543 SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,4.4/5 Google,499
Guantanamera Cafe & Lounge,25.765832,-80.219336,1465 SW 8th St Ste 105,"Miami, FL 33135",Little Havana,Cuban/Cigar Lounge,$$,N/A,N/A
El Mago De Las Fritas,25.763405,-80.246083,SW 8th St,"Miami, FL 33135",Little Havana,Cuban (Fritas),$$,4.8/5 Google,387
El Pub,25.763405,-80.246083,SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,4.4/5 Google,782
Sala'o Cuban Restaurant & Bar,25.76548,-80.221559,1642 SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$$,4.9/5 Google,2220
Ciao Havana,25.765549,-80.221084,1620 SW 8th St,"Miami, FL 33135",Little Havana,Cuban-Italian,$$$,4.7/5 Google,86
Habana Con B,25.763405,-80.246083,SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,4.9/5 Google,107
Old's Havana Cuban Bar & Cocina,25.765588,-80.21922,1442 SW 8th St,"Miami, FL 33135",Little Havana,Cuban,$$,4.9/5 Google,5005
Tumbao Calle 8,25.763405,-80.246083,SW 8th St,"Miami, FL 33135",Little Havana,Cuban/Latin,$$,N/A,N/A
Plaza Seafood Market,25.80559,-80.22398,3114 NW 17th Ave,"Miami, FL 33142",Allapattah,Seafood,$$,8.4/10 Infatuation,N/A
Tipico Hondureño,25.805048,-80.207547,3002 NW 7th Ave,"Miami, FL 33127",Wynwood,Honduran,$$,3.6/5 Google,68
Papo Llega Y Pon,25.803494,-80.223853,2928 NW 17th Ave,"Miami, FL 33142",Allapattah,Sandwiches/Cuban,$,7.7/10 Infatuation,N/A
Slab Daddy BBQ,25.795468,-80.208888,795 NW 20th St,"Miami, FL 33127",Wynwood,BBQ,$$,8.1/10 Infatuation,N/A
Subs On The Run,25.802899,-80.207168,2801 NW 7th Ave,"Miami, FL 33127",Wynwood,Sandwiches,$,7.4/10 Infatuation,N/A
Jon & Vinny's,25.798681,-80.214193,1100 NW 23rd St,"Miami, FL 33127",Wynwood,Italian,$$$,7.6/10 Infatuation,N/A
Ranchito Mi Peru 2,25.795502,-80.232849,2102 NW 22nd Ct,"Miami, FL 33142",Allapattah,Peruvian,$$,7.9/10 Infatuation,N/A
Conch Town USA,25.809976,-80.223765,3637 NW 17th Ave,"Miami, FL 33142",Allapattah,Bahamian Seafood,$$,8.3/10 Infatuation,N/A
Club Tipico Dominicano,25.809556,-80.218495,1344 NW 36th St,"Miami, FL 33142",Allapattah,Dominican,$$,4.2/5 Google,362
Mexico 1810 Taqueria,25.809314,-80.225504,1778 NW 36th St,"Miami, FL 33142",Allapattah,Mexican,$$,4.2/5 Google,248
Hometown Barbecue,25.79752,-80.216275,1200 NW 22nd St,"Miami, FL 33142",Allapattah,BBQ,$$,4.1/5 Google,451
Jacqueline's Fried Chicken,25.809431,-80.224171,1702 NW 36th St,"Miami, FL 33142",Allapattah,Dominican Fried Chicken,$,7.3/10 Infatuation,N/A
Kiki On The River,25.777815,-80.204996,450 NW North River Dr,"Miami, FL 33128",Downtown Miami,Greek/Mediterranean,$$$$,3.4/5 Google,795
Clive's Cafe,25.829322,-80.200516,5890 NW 2nd Ave,"Miami, FL 33127",Wynwood,Jamaican,$$,4.2/5 Google,294
Fiorito,25.827068,-80.191706,5555 NE 2nd Ave,"Miami, FL 33137",Design District,Argentinian,$$$,4.5/5 Google,663
Cuckoo Clock Brauhaus,25.8255,-80.197752,99 NW 54th St,"Miami, FL 33127",Wynwood,German,$$$,4.9/5 Google,151
Naomi's Garden Restaurant & Lounge,25.839547,-80.207886,650 NW 71st St,"Miami, FL 33150",Little Haiti,Caribbean/Haitian,$$,3.7/5 Google,370
Sur,25.830105,-80.20008,5929 NW 2nd Ave,"Miami, FL 33127",Wynwood,Argentinian,$$$,8.3/10 Infatuation,N/A
Chef Creole Seasoned Kitchen,25.82495,-80.200259,200 NW 54th St,"Miami, FL 33127",Wynwood,Haitian/Creole/Bahamian,$$,4.6/5 Google,706
Piman Bouk Restaurant,25.830577,-80.192427,5932 NE 2nd Ave,"Miami, FL 33137",Design District,Haitian,$$,3.5/5 Google,162
Chez Le Bebe,25.825141,-80.193466,114 NE 54th St,"Miami, FL 33137",Design District,Haitian,$,3.4/5 Google,134
Boia De,25.824096,-80.191394,5205 NE 2nd Ave,"Miami, FL 33137",Design District,Italian (Michelin Star),$$$$,4.6/5 Google,328
CVI.CHE 105 Dadeland Mall,25.688852,-80.309955,7276 SW 88th St (Dadeland Mall),"Kendall, FL",Kendall,Peruvian,$$-$$$,5.0/5 Google,39574
The Cheesecake Factory (Dadeland Mall),25.688836,-80.310385,7301 N Kendall Dr,"Kendall, FL",Kendall,American,$$-$$$,4.1/5 Google,4643
Apocalypse BBQ,25.687968,-80.393607,8695 SW 124th Ave,"Miami (Kendall), FL 33176",Kendall,BBQ,$$,4.5/5 Google,575
Jamaica Kitchen,25.70172,-80.334824,8736 SW 72nd St,"Miami (Kendall), FL 33173",Kendall,Jamaican,$,4.5/5 Google,725
Ghee Indian Kitchen (Kendall),25.687197,-80.312752,8965 SW 72nd Pl,"Kendall, FL 33156",Kendall,Indian,$$,4.3/5 Google,1310
Zaytona Grill,25.653914,-80.399541,12388 SW 127th Ave,"Miami (Kendall), FL 33186",Kendall,Mediterranean,$$,5.0/5 Google,171
Fonda Sabaneta,25.76907,-80.338142,8766 W Flagler St,"Miami (Sweetwater/Fontainebleau), FL 33174",Sweetwater,Colombian,$$,4.9/5 Google,7081
Aladdin Market & Grill,25.712611,-80.414188,5821 SW 137th Ave N,"Miami (Kendall), FL 33183",Kendall,Middle Eastern,$$,4.9/5 Google,484
Shibui Japanese Restaurant,25.701433,-80.357897,10139 SW 72nd St,"Miami (Kendall), FL 33173",Kendall,Japanese,$$,4.6/5 Google,1260
El Tambo Grill,25.70206,-80.38284,7118 SW 117th Ave,"Miami (Kendall), FL 33183",Kendall,Peruvian,$$,3.3/5 Google,334
Cafe Oriental,25.679351,-80.318686,9800 SW 77th Ave,"Miami (Kendall), FL 33156",Kendall,Japanese,$$,4.9/5 Google,147
Vegan Cuban Cuisine,25.700719,-80.349042,9640 SW 72nd St,"Miami (Kendall), FL 33173",Kendall,Cuban/Vegan,$$,4.8/5 Google,1178
Fritanga Monimbo,25.701081,-80.380948,7173 SW 117th Ave,"Miami (Kendall), FL 33183",Kendall,Nicaraguan,$$,3.7/5 Google,202
South Garden Chinese Restaurant,25.702547,-80.369018,10855 SW 72 Street,"Miami (Kendall), FL 33173",Kendall,Chinese,$$,4.1/5 Google,718
Ernesto's Mexican Taco Shop,25.685278,-80.364431,8845 SW 107th Ave,"Miami (Kendall), FL 33176",Kendall,Mexican,$$,4.1/5 Google,492
Off The Grille,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,American,$$,N/A,N/A
Mr & Mrs Bun,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,Sandwiches,$,N/A,N/A
Jealous Fork,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,American,$$,4.7/5 Google,395
Yafa Restaurant and Market,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,Middle Eastern,$$,N/A,N/A
Pesto Cafe and Grill,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,Italian,$$,4.8/5 Google,281
Two Spoons Peruvian Kitchen,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,Peruvian,$$,N/A,N/A
Antojitos Mexicanos Tenorio,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,Mexican,$,4.4/5 Google,206
FreshCo Fish Market & Grill,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,Seafood,$$,4.7/5 Google,1506
Smoke and Dough,25.684586,-80.38243,N/A,"West Kendall, FL",Kendall,BBQ,$$,4.4/5 Google,195
Umaimon,25.688574,-80.31351,N/A,"Kendall (Dadeland), FL",Kendall,Japanese,$$-$$$,N/A,N/A
Tacomiendo,25.688574,-80.31351,N/A,"Kendall (Dadeland), FL",Kendall,Mexican,$$,4.5/5 Google,180
Eleventh Street Pizza (Dadeland),25.688574,-80.31351,N/A,"Kendall (Dadeland), FL",Kendall,Pizza,$$,N/A,N/A
Texas de Brazil (Dadeland Mall),25.688836,-80.310385,7301 N Kendall Dr,"Kendall, FL",Kendall,Brazilian Steakhouse,$$$$,3.8/5 Google,568
CRAFT South Miami,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American/Pizza,$$-$$$,4.9/5 Google,468
Whisk,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American Contemporary,$$-$$$,4.3/5 Tripadvisor,352+ reviews
Captain's Tavern,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American/Seafood,$$-$$$,4.2/5 Tripadvisor,343+ reviews
Old Lisbon - South Miami,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Portuguese/Seafood,$$-$$$,4.6/5 Google,375
Cafe Panisse,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,French,$$-$$$,4.6/5 Google,211
Khoury's Mediterranean Restaurant,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Lebanese/Mediterranean,$$-$$$,4.5/5 Google,170
Bougainvillea's Old Florida Tavern,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Bar/Tavern,$,4.3/5 Google,279
La Crepe Bistro,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,French/Cafe,$$-$$$,4.0/5 Google,198
Cafe Bonjour,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,French/Cafe,$$-$$$,4.5/5 Google,185
Mano Libera - Marco Giugliano,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Italian Contemporary,N/A,5.0/5 Tripadvisor,2+ reviews
Deli Lane Cafe,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American/Cafe,$$-$$$,3.9/5 Tripadvisor,155+ reviews
CasaCuba,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Cuban,$$-$$$,3.9/5 Google,358
Clasica Victoria South Miami,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Italian/French,$$-$$$,4.4/5 Google,91
The Boiling Crab,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Cajun/Seafood,$$-$$$,4.3/5 Google,256
Kitchen 57,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American,$$-$$$,4.8/5 Google,146
Root & Bone,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American Contemporary,$$-$$$,3.9/5 Tripadvisor,70+ reviews
Pura Vida - South Miami,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Health Food/Cafe,$$-$$$,4.7/5 Google,461
Town Kitchen & Bar,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American/Bar,$$-$$$,3.7/5 Tripadvisor,135+ reviews
Cracked by Chef Adrianne,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American/Bar,$$-$$$,4.0/5 Google,196
Corteza,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Mediterranean/Spanish,$$$$,3.0/5 Tripadvisor,2+ reviews
La Pizza,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Italian/Pizza,$$-$$$,4.2/5 Google,235
Taste Buds of India,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Indian,$$-$$$,4.1/5 Tripadvisor,41+ reviews
Sunset Tavern,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,American/Bar,$$-$$$,4.3/5 Google,47
The Thousand Sunny,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Japanese/Anime-themed Comfort Food,$$,4.7/5 Google,282
Habana Vieja,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Cuban,$$,N/A,N/A
Flanigan's Seafood Bar & Grill (South Miami),26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Seafood/American,$$,N/A,N/A
The Grape Ape,26.031846,-80.165681,N/A,"South Miami, FL",South Miami,Wine Bar/American,$$,4.6/5 Google,99
Alaine's Osteria,25.614624,-80.309746,"7290 SW 168th St, Unit D","Palmetto Bay, FL",Palmetto Bay,Italian,$$,4.4/5 Google,271
Old Cutler Inn,25.614698,-80.31079,16800 Old Cutler Rd,"Palmetto Bay, FL 33157",Palmetto Bay,American/Modern,$$-$$$,4.5/5 Google,115
Golden Rule Seafood,25.60662,-80.35029,17505 S Dixie Hwy,"Palmetto Bay (Miami), FL 33157",Palmetto Bay,Seafood,$$,4.5/5 Google,866+ reviews (Yelp)
Aromas Del Peru,25.609518,-80.346905,"17225 S Dixie Hwy, Unit 100","Palmetto Bay, FL",Palmetto Bay,Peruvian,$$,4.9/5 Google,1753
Caribbean Delite Restaurant,25.619767,-80.34633,9491 SW 160th St,"Palmetto Bay, FL",Palmetto Bay,Caribbean,$$,4.1/5 Google,153
Sushi Bay,25.599111,-80.351132,9837 SW 184th St,"Palmetto Bay, FL",Palmetto Bay,Japanese,$$,4.6/5 Google,125
Cuban Guys Restaurants,25.633862,-80.33849,14685 S Dixie Hwy,"Palmetto Bay, FL",Palmetto Bay,Cuban,$,4.5/5 Google,169
PhoKaholic,25.61185,-80.3461,17005 S Dixie Hwy,"Palmetto Bay, FL",Palmetto Bay,Vietnamese,$$,4.5/5 Google,112
Soriano Brothers Cuban Cuisine,25.602142,-80.351374,18005 S Dixie Hwy,"Palmetto Bay, FL",Palmetto Bay,Cuban,$,4.2/5 Google,287
Miller's Ale House (Palmetto Bay),25.642931,-80.333848,13603 S Dixie Hwy,"Palmetto Bay, FL",Palmetto Bay,American/Bar,$$,4.3/5 Google,485
Hole In The Wall Tavern,25.59898,-80.35081,9821 SW 184th St,"Palmetto Bay, FL",Palmetto Bay,Bar & Grill,$,4.3/5 Google,248
Bulla Gastrobar (Doral),25.81085,-80.382726,11402 NW 41st St,"Doral, FL 33178",Doral,Spanish Tapas,$$,4.9/5 Google,19896
Cooper's Hawk Winery and Restaurant,25.809423,-80.330695,3585 NW 83rd Ave,"Doral, FL 33122",Doral,American/International,$$-$$$,4.7/5 Google,4470
Divieto Ristorante - Doral,25.81124,-80.36799,10650 NW 41st St,"Doral, FL 33178",Doral,Italian,$$-$$$,4.7/5 Google,696
Dragonfly Izakaya & Fish Market,25.819416,-80.33707,5241 NW 87th Ave,"Doral, FL 33178",Doral,Japanese,$$-$$$,4.6/5 Google,2536
El Porton de La Flaca,25.787324,-80.3697,"1460 NW 107th Ave, Suite B","Doral, FL 33172",Doral,Colombian,$$,4.7/5 Google,177
Famous Dave's BBQ (Doral),25.809257,-80.330209,8210 NW 36th St,"Miami (Doral), FL 33166",Doral,BBQ,$$,4.4/5 Google,5110
MNB Kitchen,25.798796,-80.36701,2685 NW 105th Ave,"Miami (Doral), FL 33172",Doral,Steakhouse,$$$,N/A,N/A
Shoma Bazaar,25.81118,-80.350397,9420 NW 41st St,"Doral, FL 33178",Doral,Food Hall (multi-cuisine),$$,N/A,N/A
Sushi Joe,25.812781,-80.35161,9557 NW 41st St,"Doral, FL 33178",Doral,Japanese/Sushi,$$,4.6/5 Google,190
The Fatty Crab,25.793139,-80.3379,"2000 NW 87th Ave, Suite 7","Doral, FL 33172",Doral,Cajun Seafood,$$,4.6/5 Google,4921
Kuba Cabana,25.81367,-80.355774,N/A,"Doral (CityPlace Doral), FL",Doral,Cuban,$$-$$$,4.1/5 Google,596
SuViche (Doral),25.81367,-80.355774,N/A,"Doral (CityPlace Doral), FL",Doral,Sushi/Ceviche,$$-$$$,4.6/5 Google,3925
Icebox Cafe (Doral),25.81367,-80.355774,N/A,"Doral (CityPlace Doral), FL",Doral,American,$$,N/A,N/A
Novecento (Doral),25.81367,-80.355774,N/A,"Doral (CityPlace Doral), FL",Doral,Argentinian Bistro,$$-$$$,4.7/5 Google,6639
Altamura Trattoria,25.81367,-80.355774,N/A,"Doral (Midtown Doral), FL",Doral,Italian,$$-$$$,4.8/5 Google,122
Latin Cafe 2000,25.780219,-80.263764,875 NW 42nd Ave,"Miami (MIA Airport area), FL",MIA Airport Area,Cuban,$,4.4/5 Google,750
Bored Cuban,25.779715,-80.263638,831 NW 42nd Ave,"Miami (MIA Airport area), FL",MIA Airport Area,Latin,$,4.4/5 Google,159
Catch of the Day,25.782238,-80.264424,1050 NW 42nd Ave,"Miami (MIA Airport area), FL",MIA Airport Area,Seafood,$$,4.4/5 Google,704
Chef Creole Seasoned Restaurant (MIA),25.783302,-80.22966,N/A,"Miami (MIA Airport area), FL",MIA Airport Area,Caribbean Seafood,$$,4.6/5 Google,706
Old's Havana Cuban Bar & Cocina (MIA Terminal),25.773357,-80.1919,N/A,"Miami International Airport, FL",MIA Airport Area,Cuban,$$,N/A,N/A
Corona Beach House (MIA Terminal),25.773357,-80.1919,N/A,"Miami International Airport, FL",MIA Airport Area,American/Burgers,$$,4.7/5 Google,760
Dulce Tropical Restaurant & Cafe,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Latin/Venezuelan,$$-$$$,4.7/5 Google,223
Little Havana Restaurant (North Miami),26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Caribbean/Latin,$$-$$$,4.4/5 Google,499
Casa Mia Trattoria,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Italian/Tuscan,$$-$$$,4.6/5 Google,271
Flanigan's Seafood Bar & Grill (North Miami),26.031846,-80.165681,N/A,"North Miami, FL",North Miami,American/Seafood,$$-$$$,4.1/5 Google,632
Ricky Thai Bistro,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Thai,$$-$$$,4.8/5 Google,335
Emma & Lorenzo Trattoria,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Italian,$$-$$$,4.6/5 Google,173
Sapori Miami,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Italian/Cafe,$$-$$$,4.3/5 Google,327
Three Palms Cuban Cafe,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Cuban/Latin,$,4.1/5 Google,374
Captain Jim's Seafood Market & Restaurant,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Seafood/American,$$-$$$,4.4/5 Google,317
Ristorante Portovino,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Italian,$$-$$$,4.4/5 Google,103
Lo de Lea Argentinian Grill,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Argentinean/Latin,$$-$$$,4.8/5 Google,449
Arigatai,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Japanese/Seafood,$$-$$$,4.8/5 Google,612
Mimmos Mozzarella,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Italian/Cafe,$$-$$$,4.9/5 Google,198
Edan Bistro,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Cafe/Spanish,$$-$$$,4.5/5 Google,349
Oishi Thai,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Thai/Sushi,$$-$$$,4.4/5 Tripadvisor,121 reviews
Piccolo Pizza & More,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Italian/Pizza,$,4.6/5 Google,148
Alexander Greek Taverna,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Greek/Mediterranean,$$-$$$,3.9/5 Google,147
Perl,26.031846,-80.165681,N/A,"North Miami, FL",North Miami,Mediterranean/Japanese Fusion,$$$,4.6/5 Google,361
Mutra,25.889181,-80.15403,2188 NE 123rd St,"North Miami, FL",North Miami,Israeli/Middle Eastern (Michelin Star 2026),$$$$,4.5/5 Google,124
Topkapi,25.911096,-80.157775,14652 Biscayne Blvd,"North Miami, FL 33181",North Miami,Turkish,$$-$$$,N/A,N/A
Farofa Taste Of Brazil,25.911584,-80.155781,14691 Biscayne Blvd,"North Miami, FL 33181",North Miami,Brazilian,$$-$$$,4.2/5 Google,303
Basilic Vietnamese Grill,25.911673,-80.157497,14734 Biscayne Blvd,"North Miami, FL 33181",North Miami,Vietnamese,$$-$$$,4.4/5 Google,786 reviews
Reunion Ktchn Bar (Aventura),25.943231,-80.147054,18167 Biscayne Blvd,"Aventura, FL 33160",Aventura,American/Bar,$$-$$$,4.7/5 Google,"2,414 reviews"
CVI.CHE 105 (Aventura),25.958125,-80.142385,19565 Biscayne Blvd #954,"Aventura, FL 33180",Aventura,Peruvian,$$-$$$,5.0/5 Google,3422
Gala,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,American/Latin,$$-$$$,4.9/5 Tripadvisor,159 reviews
The Green Pointe Restaurant,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Italian/Steakhouse,$$-$$$,4.8/5 Google,508
Pollos & Jarras (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Peruvian/Latin,$$-$$$,4.9/5 Google,1318
Bourbon Steak Miami,25.959813,-80.138605,19999 W Country Club Dr,"Aventura, FL 33180",Aventura,Steakhouse/Seafood,$$$$,4.4/5 Google,"1,149 reviews"
Sicilian Oven (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Pizza/Italian,$$-$$$,4.2/5 Google,411
Divieto Ristorante (Aventura),25.957349,-80.143371,19575 Biscayne Blvd Suite 375,"Aventura, FL 33180",Aventura,Italian,$$-$$$,4.7/5 Google,"2,752 reviews"
PANI,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Argentinean/South American,$$-$$$,4.7/5 Tripadvisor,135 reviews
CORSAIR kitchen & bar,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,American/Bar,$$-$$$,3.6/5 Google,298
Blind Tiger Experience,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Japanese/Sushi,$$-$$$,4.7/5 Google,399
Bella Luna,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Contemporary/Italian,$$-$$$,4.0/5 Tripadvisor,826 reviews
Soho Asian Bar & Grill,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Asian,$$-$$$,4.6/5 Google,714
Novecento (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Italian/Steakhouse,$$-$$$,4.6/5 Google,878
La Boulangerie Boul'Mich (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,French/Latin,$$-$$$,4.8/5 Google,729
Serafina Miami,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Italian/Pizza,$$-$$$,4.2/5 Google,667
Casa D'Angelo Ristorante (Aventura),25.967055,-80.142985,2906 NE 207th St,"Aventura, FL 33180",Aventura,Italian,$$$$,4.4/5 Google,725 reviews
Motek Aventura,25.958125,-80.142385,19565 Biscayne Blvd #946,"Aventura, FL 33180",Aventura,Mediterranean/Middle Eastern,$$$$,4.7/5 Google,"5,334 reviews"
Pubbelly Sushi (Aventura),25.958125,-80.142385,19565 Biscayne Blvd Ste 936,"Aventura, FL 33180",Aventura,Sushi/Asian Fusion,$$-$$$,4.6/5 Google,"2,637 reviews"
Bulla Gastrobar Aventura,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Spanish/Gastropub,$$-$$$,4.7/5 Tripadvisor,9 reviews
Padrino's Cuban Restaurant (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Cuban,$$-$$$,4.4/5 Tripadvisor,965 reviews
